activity_id,experiment_id,frequency,grid_label,institution_id,realm,source_id,table_id,variable_id,standard_name,units,variant_label,member_id,time_range,path,version
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,so,sea_water_salinity,,r1i1p1f1,Omon,1921-01-15-1930-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/so/gn/v20190429/so/so_Omon_CanESM5_historical_r1i1p1f1_gn_192101-193012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,so,sea_water_salinity,,r1i1p1f1,Omon,2001-01-15-2010-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/so/gn/v20190429/so/so_Omon_CanESM5_historical_r1i1p1f1_gn_200101-201012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,so,sea_water_salinity,,r1i1p1f1,Omon,1871-01-15-1880-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/so/gn/v20190429/so/so_Omon_CanESM5_historical_r1i1p1f1_gn_187101-188012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,so,sea_water_salinity,,r1i1p1f1,Omon,1951-01-15-1960-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/so/gn/v20190429/so/so_Omon_CanESM5_historical_r1i1p1f1_gn_195101-196012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,so,sea_water_salinity,,r1i1p1f1,Omon,1901-01-15-1910-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/so/gn/v20190429/so/so_Omon_CanESM5_historical_r1i1p1f1_gn_190101-191012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,so,sea_water_salinity,,r1i1p1f1,Omon,1971-01-15-1980-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/so/gn/v20190429/so/so_Omon_CanESM5_historical_r1i1p1f1_gn_197101-198012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,so,sea_water_salinity,,r1i1p1f1,Omon,1961-01-15-1970-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/so/gn/v20190429/so/so_Omon_CanESM5_historical_r1i1p1f1_gn_196101-197012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,so,sea_water_salinity,,r1i1p1f1,Omon,1850-01-15-1860-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/so/gn/v20190429/so/so_Omon_CanESM5_historical_r1i1p1f1_gn_185001-186012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,so,sea_water_salinity,,r1i1p1f1,Omon,1941-01-15-1950-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/so/gn/v20190429/so/so_Omon_CanESM5_historical_r1i1p1f1_gn_194101-195012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,so,sea_water_salinity,,r1i1p1f1,Omon,1981-01-15-1990-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/so/gn/v20190429/so/so_Omon_CanESM5_historical_r1i1p1f1_gn_198101-199012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,so,sea_water_salinity,,r1i1p1f1,Omon,1891-01-15-1900-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/so/gn/v20190429/so/so_Omon_CanESM5_historical_r1i1p1f1_gn_189101-190012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,umo,,,r1i1p1f1,Omon,2001-01-15-2010-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/umo/gn/v20190429/umo/umo_Omon_CanESM5_historical_r1i1p1f1_gn_200101-201012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,umo,,,r1i1p1f1,Omon,1971-01-15-1980-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/umo/gn/v20190429/umo/umo_Omon_CanESM5_historical_r1i1p1f1_gn_197101-198012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,umo,,,r1i1p1f1,Omon,1871-01-15-1880-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/umo/gn/v20190429/umo/umo_Omon_CanESM5_historical_r1i1p1f1_gn_187101-188012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,umo,,,r1i1p1f1,Omon,1881-01-15-1890-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/umo/gn/v20190429/umo/umo_Omon_CanESM5_historical_r1i1p1f1_gn_188101-189012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,umo,,,r1i1p1f1,Omon,1981-01-15-1990-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/umo/gn/v20190429/umo/umo_Omon_CanESM5_historical_r1i1p1f1_gn_198101-199012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,umo,,,r1i1p1f1,Omon,1891-01-15-1900-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/umo/gn/v20190429/umo/umo_Omon_CanESM5_historical_r1i1p1f1_gn_189101-190012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,umo,,,r1i1p1f1,Omon,1861-01-15-1870-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/umo/gn/v20190429/umo/umo_Omon_CanESM5_historical_r1i1p1f1_gn_186101-187012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,umo,,,r1i1p1f1,Omon,1921-01-15-1930-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/umo/gn/v20190429/umo/umo_Omon_CanESM5_historical_r1i1p1f1_gn_192101-193012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,umo,,,r1i1p1f1,Omon,1941-01-15-1950-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/umo/gn/v20190429/umo/umo_Omon_CanESM5_historical_r1i1p1f1_gn_194101-195012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,umo,,,r1i1p1f1,Omon,1850-01-15-1860-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/umo/gn/v20190429/umo/umo_Omon_CanESM5_historical_r1i1p1f1_gn_185001-186012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,umo,,,r1i1p1f1,Omon,1951-01-15-1960-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/umo/gn/v20190429/umo/umo_Omon_CanESM5_historical_r1i1p1f1_gn_195101-196012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,umo,,,r1i1p1f1,Omon,1911-01-15-1920-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/umo/gn/v20190429/umo/umo_Omon_CanESM5_historical_r1i1p1f1_gn_191101-192012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,umo,,,r1i1p1f1,Omon,2011-01-15-2014-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/umo/gn/v20190429/umo/umo_Omon_CanESM5_historical_r1i1p1f1_gn_201101-201412.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,umo,,,r1i1p1f1,Omon,1991-01-15-2000-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/umo/gn/v20190429/umo/umo_Omon_CanESM5_historical_r1i1p1f1_gn_199101-200012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,umo,,,r1i1p1f1,Omon,1901-01-15-1910-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/umo/gn/v20190429/umo/umo_Omon_CanESM5_historical_r1i1p1f1_gn_190101-191012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,umo,,,r1i1p1f1,Omon,1931-01-15-1940-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/umo/gn/v20190429/umo/umo_Omon_CanESM5_historical_r1i1p1f1_gn_193101-194012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,umo,,,r1i1p1f1,Omon,1961-01-15-1970-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/umo/gn/v20190429/umo/umo_Omon_CanESM5_historical_r1i1p1f1_gn_196101-197012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,spco2nat,,,r1i1p1f1,Omon,1850-01-15-2014-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/spco2nat/gn/v20190429/spco2nat/spco2nat_Omon_CanESM5_historical_r1i1p1f1_gn_185001-201412.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,fgco2abio,surface_downward_mass_flux_of_carbon_dioxide_abiotic_analogue_expressed_as_carbon,kg m-2 s-1,r1i1p1f1,Omon,1850-01-15-2014-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/fgco2abio/gn/v20190429/fgco2abio/fgco2abio_Omon_CanESM5_historical_r1i1p1f1_gn_185001-201412.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,mlotstsq,square_of_ocean_mixed_layer_thickness_defined_by_sigma_t,m2,r1i1p1f1,Omon,1850-01-15-2014-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/mlotstsq/gn/v20190429/mlotstsq/mlotstsq_Omon_CanESM5_historical_r1i1p1f1_gn_185001-201412.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,zooc,mole_concentration_of_zooplankton_expressed_as_carbon_in_sea_water,mol m-3,r1i1p1f1,Omon,1861-01-15-1870-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/zooc/gn/v20190429/zooc/zooc_Omon_CanESM5_historical_r1i1p1f1_gn_186101-187012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,zooc,mole_concentration_of_zooplankton_expressed_as_carbon_in_sea_water,mol m-3,r1i1p1f1,Omon,1921-01-15-1930-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/zooc/gn/v20190429/zooc/zooc_Omon_CanESM5_historical_r1i1p1f1_gn_192101-193012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,zooc,mole_concentration_of_zooplankton_expressed_as_carbon_in_sea_water,mol m-3,r1i1p1f1,Omon,1891-01-15-1900-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/zooc/gn/v20190429/zooc/zooc_Omon_CanESM5_historical_r1i1p1f1_gn_189101-190012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,zooc,mole_concentration_of_zooplankton_expressed_as_carbon_in_sea_water,mol m-3,r1i1p1f1,Omon,1951-01-15-1960-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/zooc/gn/v20190429/zooc/zooc_Omon_CanESM5_historical_r1i1p1f1_gn_195101-196012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,zooc,mole_concentration_of_zooplankton_expressed_as_carbon_in_sea_water,mol m-3,r1i1p1f1,Omon,1981-01-15-1990-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/zooc/gn/v20190429/zooc/zooc_Omon_CanESM5_historical_r1i1p1f1_gn_198101-199012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,zooc,mole_concentration_of_zooplankton_expressed_as_carbon_in_sea_water,mol m-3,r1i1p1f1,Omon,1871-01-15-1880-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/zooc/gn/v20190429/zooc/zooc_Omon_CanESM5_historical_r1i1p1f1_gn_187101-188012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,zooc,mole_concentration_of_zooplankton_expressed_as_carbon_in_sea_water,mol m-3,r1i1p1f1,Omon,2011-01-15-2014-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/zooc/gn/v20190429/zooc/zooc_Omon_CanESM5_historical_r1i1p1f1_gn_201101-201412.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,zooc,mole_concentration_of_zooplankton_expressed_as_carbon_in_sea_water,mol m-3,r1i1p1f1,Omon,1991-01-15-2000-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/zooc/gn/v20190429/zooc/zooc_Omon_CanESM5_historical_r1i1p1f1_gn_199101-200012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,zooc,mole_concentration_of_zooplankton_expressed_as_carbon_in_sea_water,mol m-3,r1i1p1f1,Omon,1911-01-15-1920-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/zooc/gn/v20190429/zooc/zooc_Omon_CanESM5_historical_r1i1p1f1_gn_191101-192012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,zooc,mole_concentration_of_zooplankton_expressed_as_carbon_in_sea_water,mol m-3,r1i1p1f1,Omon,2001-01-15-2010-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/zooc/gn/v20190429/zooc/zooc_Omon_CanESM5_historical_r1i1p1f1_gn_200101-201012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,zooc,mole_concentration_of_zooplankton_expressed_as_carbon_in_sea_water,mol m-3,r1i1p1f1,Omon,1971-01-15-1980-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/zooc/gn/v20190429/zooc/zooc_Omon_CanESM5_historical_r1i1p1f1_gn_197101-198012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,zooc,mole_concentration_of_zooplankton_expressed_as_carbon_in_sea_water,mol m-3,r1i1p1f1,Omon,1881-01-15-1890-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/zooc/gn/v20190429/zooc/zooc_Omon_CanESM5_historical_r1i1p1f1_gn_188101-189012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,zooc,mole_concentration_of_zooplankton_expressed_as_carbon_in_sea_water,mol m-3,r1i1p1f1,Omon,1941-01-15-1950-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/zooc/gn/v20190429/zooc/zooc_Omon_CanESM5_historical_r1i1p1f1_gn_194101-195012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,zooc,mole_concentration_of_zooplankton_expressed_as_carbon_in_sea_water,mol m-3,r1i1p1f1,Omon,1850-01-15-1860-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/zooc/gn/v20190429/zooc/zooc_Omon_CanESM5_historical_r1i1p1f1_gn_185001-186012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,zooc,mole_concentration_of_zooplankton_expressed_as_carbon_in_sea_water,mol m-3,r1i1p1f1,Omon,1961-01-15-1970-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/zooc/gn/v20190429/zooc/zooc_Omon_CanESM5_historical_r1i1p1f1_gn_196101-197012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,zooc,mole_concentration_of_zooplankton_expressed_as_carbon_in_sea_water,mol m-3,r1i1p1f1,Omon,1931-01-15-1940-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/zooc/gn/v20190429/zooc/zooc_Omon_CanESM5_historical_r1i1p1f1_gn_193101-194012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,zooc,mole_concentration_of_zooplankton_expressed_as_carbon_in_sea_water,mol m-3,r1i1p1f1,Omon,1901-01-15-1910-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/zooc/gn/v20190429/zooc/zooc_Omon_CanESM5_historical_r1i1p1f1_gn_190101-191012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,tos,sea_surface_temperature,degC,r1i1p1f1,Omon,1850-01-15-2014-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/tos/gn/v20190429/tos/tos_Omon_CanESM5_historical_r1i1p1f1_gn_185001-201412.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,dissicabio,mole_concentration_of_dissolved_inorganic_carbon_abiotic_analogue_in_sea_water,mol m-3,r1i1p1f1,Omon,1921-01-15-1930-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/dissicabio/gn/v20190429/dissicabio/dissicabio_Omon_CanESM5_historical_r1i1p1f1_gn_192101-193012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,dissicabio,mole_concentration_of_dissolved_inorganic_carbon_abiotic_analogue_in_sea_water,mol m-3,r1i1p1f1,Omon,2011-01-15-2014-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/dissicabio/gn/v20190429/dissicabio/dissicabio_Omon_CanESM5_historical_r1i1p1f1_gn_201101-201412.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,dissicabio,mole_concentration_of_dissolved_inorganic_carbon_abiotic_analogue_in_sea_water,mol m-3,r1i1p1f1,Omon,2001-01-15-2010-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/dissicabio/gn/v20190429/dissicabio/dissicabio_Omon_CanESM5_historical_r1i1p1f1_gn_200101-201012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,dissicabio,mole_concentration_of_dissolved_inorganic_carbon_abiotic_analogue_in_sea_water,mol m-3,r1i1p1f1,Omon,1861-01-15-1870-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/dissicabio/gn/v20190429/dissicabio/dissicabio_Omon_CanESM5_historical_r1i1p1f1_gn_186101-187012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,dissicabio,mole_concentration_of_dissolved_inorganic_carbon_abiotic_analogue_in_sea_water,mol m-3,r1i1p1f1,Omon,1901-01-15-1910-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/dissicabio/gn/v20190429/dissicabio/dissicabio_Omon_CanESM5_historical_r1i1p1f1_gn_190101-191012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,dissicabio,mole_concentration_of_dissolved_inorganic_carbon_abiotic_analogue_in_sea_water,mol m-3,r1i1p1f1,Omon,1941-01-15-1950-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/dissicabio/gn/v20190429/dissicabio/dissicabio_Omon_CanESM5_historical_r1i1p1f1_gn_194101-195012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,dissicabio,mole_concentration_of_dissolved_inorganic_carbon_abiotic_analogue_in_sea_water,mol m-3,r1i1p1f1,Omon,1850-01-15-1860-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/dissicabio/gn/v20190429/dissicabio/dissicabio_Omon_CanESM5_historical_r1i1p1f1_gn_185001-186012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,dissicabio,mole_concentration_of_dissolved_inorganic_carbon_abiotic_analogue_in_sea_water,mol m-3,r1i1p1f1,Omon,1961-01-15-1970-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/dissicabio/gn/v20190429/dissicabio/dissicabio_Omon_CanESM5_historical_r1i1p1f1_gn_196101-197012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,dissicabio,mole_concentration_of_dissolved_inorganic_carbon_abiotic_analogue_in_sea_water,mol m-3,r1i1p1f1,Omon,1911-01-15-1920-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/dissicabio/gn/v20190429/dissicabio/dissicabio_Omon_CanESM5_historical_r1i1p1f1_gn_191101-192012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,dissicabio,mole_concentration_of_dissolved_inorganic_carbon_abiotic_analogue_in_sea_water,mol m-3,r1i1p1f1,Omon,1891-01-15-1900-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/dissicabio/gn/v20190429/dissicabio/dissicabio_Omon_CanESM5_historical_r1i1p1f1_gn_189101-190012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,dissicabio,mole_concentration_of_dissolved_inorganic_carbon_abiotic_analogue_in_sea_water,mol m-3,r1i1p1f1,Omon,1981-01-15-1990-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/dissicabio/gn/v20190429/dissicabio/dissicabio_Omon_CanESM5_historical_r1i1p1f1_gn_198101-199012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,dissicabio,mole_concentration_of_dissolved_inorganic_carbon_abiotic_analogue_in_sea_water,mol m-3,r1i1p1f1,Omon,1881-01-15-1890-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/dissicabio/gn/v20190429/dissicabio/dissicabio_Omon_CanESM5_historical_r1i1p1f1_gn_188101-189012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,dissicabio,mole_concentration_of_dissolved_inorganic_carbon_abiotic_analogue_in_sea_water,mol m-3,r1i1p1f1,Omon,1971-01-15-1980-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/dissicabio/gn/v20190429/dissicabio/dissicabio_Omon_CanESM5_historical_r1i1p1f1_gn_197101-198012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,dissicabio,mole_concentration_of_dissolved_inorganic_carbon_abiotic_analogue_in_sea_water,mol m-3,r1i1p1f1,Omon,1951-01-15-1960-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/dissicabio/gn/v20190429/dissicabio/dissicabio_Omon_CanESM5_historical_r1i1p1f1_gn_195101-196012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,dissicabio,mole_concentration_of_dissolved_inorganic_carbon_abiotic_analogue_in_sea_water,mol m-3,r1i1p1f1,Omon,1991-01-15-2000-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/dissicabio/gn/v20190429/dissicabio/dissicabio_Omon_CanESM5_historical_r1i1p1f1_gn_199101-200012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,dissicabio,mole_concentration_of_dissolved_inorganic_carbon_abiotic_analogue_in_sea_water,mol m-3,r1i1p1f1,Omon,1931-01-15-1940-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/dissicabio/gn/v20190429/dissicabio/dissicabio_Omon_CanESM5_historical_r1i1p1f1_gn_193101-194012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,dissicabio,mole_concentration_of_dissolved_inorganic_carbon_abiotic_analogue_in_sea_water,mol m-3,r1i1p1f1,Omon,1871-01-15-1880-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/dissicabio/gn/v20190429/dissicabio/dissicabio_Omon_CanESM5_historical_r1i1p1f1_gn_187101-188012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,wmo,,,r1i1p1f1,Omon,1981-01-15-1990-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/wmo/gn/v20190429/wmo/wmo_Omon_CanESM5_historical_r1i1p1f1_gn_198101-199012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,wmo,,,r1i1p1f1,Omon,1921-01-15-1930-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/wmo/gn/v20190429/wmo/wmo_Omon_CanESM5_historical_r1i1p1f1_gn_192101-193012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,wmo,,,r1i1p1f1,Omon,1850-01-15-1860-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/wmo/gn/v20190429/wmo/wmo_Omon_CanESM5_historical_r1i1p1f1_gn_185001-186012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,wmo,,,r1i1p1f1,Omon,1961-01-15-1970-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/wmo/gn/v20190429/wmo/wmo_Omon_CanESM5_historical_r1i1p1f1_gn_196101-197012.nc,v20190429
CMIP,CanESM5,mon,gn,CCCma,ocean,CCCma,none,wmo,,,r1i1p1f1,Omon,2011-01-15-2014-12-15,/glade/collections/cmip/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Omon/wmo/gn/v20190429/wmo/wmo_Omon_CanESM5_historical_r1i1p1f1_gn_201101-201412.nc,v20190429
